"","SampleID","ForkLength","TotalBodyWeight","Month","Year","Region","acartela","allcopnaup","daphnia","eurytem","limno","othcalad","othcaljuv","othclad","othcyc","other","pdiapfor","pdiapjuv","sino","amphipod","mysids"
"516","FLaSH 1986 GES 2014-08-21 797 207",49,0.9793,8,2014,"Middle",0,14.1,0,0,2.73,22,28.5,9,0,2,13.3,17.25,23.87,0,0
"517","FLaSH 1987 GES 2014-08-21 797 219",47,0.9737,8,2014,"Middle",0,15.7,0,0,8.18,9,5.43,18,0,1,15.96,14.95,30.69,0,0
"518","FLaSH 1988 GES 2014-08-21 797 222",56,1.2316,8,2014,"Middle",0,2.5,0,0,1.3,9,3,2,0,1,5.32,9.2,0,0,0
"519","FLaSH 1989 GES 2014-08-21 797 226",48,0.8233,8,2014,"Middle",0,0.6,0,0,0.13,0,0,0,0,0,0,1.15,0,0,0
"520","FLaSH 1990 GES 2014-08-21 797 228",51,1.0045,8,2014,"Middle",0,0.7,0,0,1.82,12,7.24,17,0,3,18.62,34.5,34.1,0,0
"521","FLaSH 1991 GES 2014-08-21 797 229",52,1.1469,8,2014,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"522","FLaSH 1992 GES 2014-08-21 797 230",44,0.5018,8,2014,"Middle",0,7.3,0,0,0.9,18,0,2,0,1,7.98,6.9,3.41,0,0
"523","FLaSH 1993 GES 2014-08-21 797 233",46,0.698,8,2014,"Middle",0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0
"524","FLaSH 1994 GES 2014-08-21 797 237",44,0.655,8,2014,"Middle",0,11.71,0,0,4.87,18,9,8,11.68,1,0,1.15,44.33,0,0
"525","FLaSH 1995 GES 2014-08-21 797 238",52,1.0637,8,2014,"Middle",0,1.2,0,0,0.26,0,0,0,0,0,0,0,0,0,0
"526","FLaSH 1996 GES 2014-08-21 797 239",47,0.8347,8,2014,"Middle",0,0.1,0,0,0,0,0,0,0,0,7.98,2.3,0,0,0
"527","FLaSH 1997 GES 2014-08-21 797 242",43,0.6283,8,2014,"Middle",0,0.4,0,0,0,0,0,0,0,0,7.98,0,0,0,0
"528","FLaSH 1773 FMWT 2014-09-17 719 7006",83,3.7429,9,2014,"Lower",0,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0
"529","FLaSH 2062 GES 2014-09-25 797 317",56,1.2347,9,2014,"Middle",0,4.2,0,0,0.39,4,1.5,2,3.36,0,7.98,2.3,10.23,0,0
"530","FLaSH 1817 SKT 2014-12-17 715 7082",61,1.5385,12,2014,"Lower",0,0,388,0,0,115,1.8,307.8,151.2,0,0,0,0,0,0
"531","FLaSH 1817 SKT 2014-12-17 715 7082",NA,NA,12,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,78.3731588369929,0
"532","FLaSH 1818 SKT 2014-12-17 719 7083",59,1.3726,12,2014,"Lower",0,0,0,0,0,3,3.62,9.6,18.24,0,39.9,0,122.76,0,0
"533","FLaSH 1818 SKT 2014-12-17 719 7083",NA,NA,12,2014,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,3.96751395124756,0
"534","FLaSH 1819 SKT 2014-12-17 719 7084",57,1.1515,12,2014,"Lower",0,0,0,0,0,3,7.81,14,14.88,25,42.56,2.3,6.82,0,0
"535","FLaSH 1779 FMWT 2014-12-16 797 7037",61,1.616,12,2014,"Middle",0,0,0,0,0.26,12,0,0,10.08,7,10.64,0,30.69,0,0
"536","FLaSH 1907 GES 2014-12-02 797 0338",NA,NA,12,2014,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,4.89735814871175,13.3749706092518
"537","FLaSH 1907 GES 2014-12-02 797 338",61,1.3061,12,2014,"Middle",0,0,0,0,0.13,28,0,1,13.44,2,13.3,0,54.56,0,0
"538","FLaSH 1908 GES 2014-12-02 797 339",56,1.1927,12,2014,"Middle",0,0,0,0,0,6,0,0,0,0,2.66,0,23.87,0,0
"539","FLaSH 1830 SKT 2015-01-14 719 7095",61,1.5886,1,2015,"Lower",0,0,48,0,0,23,1.8,25,43.2,1,0,0,0,0,0
"540","FLaSH 1831 SKT 2015-01-14 719 7096",59,1.4234,1,2015,"Lower",0,0,80,0,0,24,4.7,20.8,135.84,0,0,0,0,0,0
"541","FLaSH 1831 SKT 2015-01-14 719 7096",NA,NA,1,2015,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,3.56791867335117,0
"542","FLaSH 1832 SKT 2015-01-14 719 7097",59,1.4643,1,2015,"Lower",0,0,36,3,0,12,4.7,18,65.76,0,0,0,0,0,0
"543","FLaSH 1833 SKT 2015-01-14 719 7098",63,1.7113,1,2015,"Lower",0,0,40,3,0,20,1.4,18.6,73.92,0,0,0,0,0,0
"544","FLaSH 1861 SKT 2015-02-11 715 7139",68,2.2183,2,2015,"Lower",0,0,4,0,0,0,0,2,6.72,0,0,0,0,0,0
"545","FLaSH 1861 SKT 2015-02-11 715 7139",NA,NA,2,2015,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,12.0121688145222,0
"546","FLaSH 1863 SKT 2015-02-11 719 7141",61,1.6042,2,2015,"Lower",0,0,0,6,0,18,2.8,0.6,11.36,14,10.64,0,0,0,0
"547","FLaSH 1802 SKT 2015-03-11 719 7162",71,2.0025,3,2015,"Lower",0,0.1,0,9,0.13,50.96,21.3,11.2,89.76,32,2.66,0,0,0,0
"548","FLaSH 1802 SKT 2015-03-11 719 7162",NA,NA,3,2015,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,51.8459755248552,0
"549","FLaSH 1882 SKT 2015-03-11 719 7163",66,1.8604,3,2015,"Lower",0,0.2,8,18,0.52,28,15.4,13.2,79.36,51,34.58,0,17.05,0,0
"550","FLaSH 1882 SKT 2015-03-11 719 7163",NA,NA,3,2015,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,31.8120015471999,0
"551","FLaSH 1884 SKT 2015-04-08 719 7165",65,2.0325,4,2015,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"552","FLaSH 1885 SKT 2015-05-06 719 7166",77,3.5538,5,2015,"Lower",0,0,0,0,0,15,4.5,0,3.36,1,558.6,44.85,245.52,0,0
"553","FLaSH 1885 SKT 2015-05-06 719 7166",NA,NA,5,2015,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,1.57791581324621,0
"554","FLaSH 1886 SKT 2015-05-06 719 7167",71,3.1416,5,2015,"Lower",0,0,0,0,0,15,31.5,0,0,0,521.36,41.4,0,0,0
"555","FLaSH 1887 SKT 2015-05-06 719 7168",73,2.9888,5,2015,"Lower",0,0,0,6,0,12,7.5,0,3.36,0.28,1494.92,69,95.48,0,0
"556","FLaSH 1887 SKT 2015-05-06 719 7168",NA,NA,5,2015,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,1.228,0
"557","FLaSH 1888 SKT 2015-05-06 719 7169",75,3.6197,5,2015,"Lower",0,0,0,0,0,0,0,0,6.72,0,332.5,20.7,75.02,0,0
"558","FLaSH 2064 STN 2015-06-18 713 7170",29,0.1516,6,2015,"Lower",0,0,0,3,0.13,0,0,0,0,0,53.2,0,0,0,0
"559","FLaSH 2065 STN 2015-06-18 719 7171",32,0.1935,6,2015,"Lower",0,0,0,0,0,3,6.62,0,0,0,58.52,4.6,20.46,0,0
"560","FLaSH 2065 STN 2015-06-18 719 7171",NA,NA,6,2015,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,1.98375697562378,0
"561","FLaSH 2066 STN 2015-06-18 719 7172",34,0.2852,6,2015,"Lower",0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0
"562","FLaSH 2067 STN 2015-06-18 719 7173",29,0.1607,6,2015,"Lower",0,0,0,0,0,0,1.81,1,0,0,0,0,0,0,0
"563","FLaSH 2068 STN 2015-07-01 719 7174",43,NA,7,2015,"Lower",0,0.3,0,0,0.39,37,4.5,16,6.72,0,114.38,19.55,61.38,0,0
"564","FLaSH 2069 STN 2015-07-01 719 7175",47,0.7784,7,2015,"Lower",0,0.1,0,0,0,0,1.81,1,13.44,0,53.2,12.65,3.41,0,0
"565","FLaSH 2069 STN 2015-07-01 719 7175",NA,NA,7,2015,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,2.44867907435587,0
"566","FLaSH 2070 STN 2015-07-01 719 7176",52,1.0085,7,2015,"Lower",0,0.2,0,0,0.26,0,0,1,6.72,0,143.64,19.55,0,0,0
"567","FLaSH 2071 STN 2015-07-01 719 7177",53,1.1596,7,2015,"Lower",0,0.7,0,0,0.13,0,0,0,0,0,2.66,0,0,0,0
"568","FLaSH 2072 STN 2015-07-01 719 7178",47,0.6716,7,2015,"Lower",0,0,0,0,0,0,1.81,0,16.8,0,61.18,1.15,3.41,0,0
"569","FLaSH 2072 STN 2015-07-01 719 7178",NA,NA,7,2015,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,25.1882028129717,0
"570","FLaSH 2073 STN 2015-07-01 719 7179",44,0.6308,7,2015,"Lower",0,0.1,0,0,0,9,1.5,2,6.72,0.28,103.74,8.05,0,0,0
"571","FLaSH 2074 STN 2015-07-01 719 7180",54,1.2216,7,2015,"Lower",0,1.07,0,0,0.99,18,1.5,1,40.32,1,151.62,16.1,23.87,0,0
"572","FLaSH 2074 STN 2015-07-01 719 7180",NA,NA,7,2015,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,25.2857928895486,0
"573","FLaSH 2075 STN 2015-07-01 719 7181",55,1.3855,7,2015,"Lower",0,0.4,0,0,0.13,0,0,2,23.52,0,140.98,5.75,23.87,0,0
"574","FLaSH 2075 STN 2015-07-01 719 7181",NA,NA,7,2015,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,5.54542976449377,0
"575","FLaSH 2076 STN 2015-07-01 719 7182",44,0.6898,7,2015,"Lower",0,3,0,0,0.52,87,18,0,13.44,0,186.2,25.3,6.82,0,0
"576","FLaSH 2077 STN 2015-07-01 719 7183",38,0.3586,7,2015,"Lower",0,0,0,0,0,3,3,0,3.36,0,26.6,11.5,0,0,0
"577","FLaSH 2078 STN 2015-08-12 797 7255",47,0.6773,8,2015,"Middle",0,0.77,0,0,8.97,38,10.81,38,20.16,0,10.64,16.1,20.46,0,0
"578","FLaSH 2217 FMWT 2015-10-19 797 7260",49,0.7891,10,2015,"Middle",0,0.2,0,0,0.65,21,30,0,0,0,130.34,17.25,6.82,0,0
"579","FLaSH 2217 FMWT 2015-10-19 797 7260",NA,NA,10,2015,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,1.98375697562378,0
"580","FLaSH 2170 SKT 2016-01-13 715 7271",68,2.2912,1,2016,"Lower",0,0,136,63,0,514,2.9,20,72,0,0,0,0,0,0
"581","FLaSH 2170 SKT 2016-01-13 715 7271",NA,NA,1,2016,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,407.64330577131,0
"582","FLaSH 2173 SKT 2016-02-10 715 7274",67,2.1038,2,2016,"Lower",0,0,92,3,0,23,1.4,4,26.88,1,0,0,0,0,0
"583","FLaSH 2173 SKT 2016-02-10 715 7274",NA,NA,2,2016,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,37.0366910749484,0
"584","FLaSH 2174 SKT 2016-02-10 719 7275",70,2.9061,2,2016,"Lower",0,0,8,3,0,20,2.9,0,36.96,0,23.94,0,17.05,0,0
"585","FLaSH 2174 SKT 2016-02-10 719 7275",NA,NA,2,2016,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,53.5354334365809,0
"586","FLaSH 2177 SKT 2016-03-09 719 7278",69,2.436,3,2016,"Lower",0,0.28,0,54,0,6,0,0.6,10.08,6,31.92,3.45,3.41,0,0
"587","FLaSH 2178 SKT 2016-03-09 719 7279",63,1.4657,3,2016,"Lower",0,0,8,120,0,33,12.6,5,9.92,1,69.16,14.95,44.33,0,0
"588","FLaSH 2179 SKT 2016-03-09 719 7280",60,1.5542,3,2016,"Lower",0,0,0,363,0,150,281.01,37.6,154.56,0,74.48,0,23.87,0,0
"589","FLaSH 2179 SKT 2016-03-09 719 7280",NA,NA,3,2016,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,15.9250572197462,0
"590","FLaSH 2180 SKT 2016-03-09 719 7281",73,2.543,3,2016,"Lower",0,0,0,219,0,16,109.03,14.6,35.04,7,66.5,14.95,320.54,0,0
"591","FLaSH 2180 SKT 2016-03-09 719 7281",NA,NA,3,2016,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,2.44867907435587,0
"592","FLaSH 2181 SKT 2016-03-09 719 7282",55,1.3114,3,2016,"Lower",0,0.07,8,156,0,7,127.82,6.6,43.36,2,23.94,6.9,47.74,0,0
"593","FLaSH 2182 SKT 2016-03-09 719 7283",60,1.656,3,2016,"Lower",0,0.07,0,156,0,36,84.02,1.6,29.92,14,183.54,72.45,150.04,0,0
"594","FLaSH 2184 SKT 2016-04-04 719 7285",74,2.9634,4,2016,"Lower",0,0,40,30,0.17,192,1.81,12,86.72,0,13.3,0,405.79,0,0
"595","FLaSH 2185 SKT 2016-04-04 719 7286",69,2.3711,4,2016,"Lower",0,0.1,4,9,0,40,3.2,5.2,44.96,0,5.32,0,398.97,0,0
"596","FLaSH 2186 SKT 2016-04-04 719 7287",65,2.0337,4,2016,"Lower",0,0.07,24,0,0,24,3.21,2,34.56,0,10.64,0,630.85,0,0
"597","FLaSH 2187 SKT 2016-04-04 719 7288",70,2.6997,4,2016,"Lower",0,0.07,4,15,0,72,4.2,9.8,52.16,1,2.66,0,589.93,0,0
"598","FLaSH 2187 SKT 2016-04-04 719 7288",NA,NA,4,2016,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,16.967662480185,0
"599","FLaSH 2188 SKT 2016-04-04 719 7289",67,2.2569,4,2016,"Lower",0,0,8,0,0,13,1.5,6.6,21.28,0,7.98,0,1329.9,0,0
"600","FLaSH 2189 SKT 2016-04-04 719 7290",68,1.8596,4,2016,"Lower",0,0.07,20,18,0,68,0,3,46.4,0,5.32,0,358.05,0,0
"601","FLaSH 2190 SKT 2016-04-04 719 7291",72,3.0267,4,2016,"Lower",0,0,20,6,0,26,1.81,4.6,16.64,0,0,0,501.27,0,0
"602","FLaSH 2190 SKT 2016-04-04 719 7291",NA,NA,4,2016,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,121.199470928341,0
"603","FLaSH 2191 SKT 2016-04-04 719 7292",70,2.1748,4,2016,"Lower",0,0,24,12,0,90,9.05,3.2,108,0,34.58,0,2144.89,0,0
"604","FLaSH 2192 SKT 2016-04-04 719 7293",70,2.3577,4,2016,"Lower",0,0.2,16,6,0,40,0,3.8,41.44,0,5.32,0,405.79,0,0
"605","FLaSH 2193 SKT 2016-04-04 719 7294",71,3.0697,4,2016,"Lower",0,0,16,24,0.13,32,1.81,6.2,28.48,0,5.32,0,675.18,0,0
"606","FLaSH 2202 SKT 2016-04-04 719 7295",78,3.2368,4,2016,"Lower",0,0,16,15,0.16,36,4.81,7.6,60,0,7.98,1.15,637.67,0,0
"607","FLaSH 2203 SKT 2016-04-04 719 7296",69,2.4812,4,2016,"Lower",0,0,0,0,0.26,30,14.48,2,15.04,0,0,0,1046.87,0,0
"608","FLaSH 2204 SKT 2016-04-04 719 7297",69,2.6515,4,2016,"Lower",0,0,24,27,0.13,104,1.5,8.2,101.92,1,7.98,0,801.35,0,0
"609","FLaSH 2204 SKT 2016-04-04 719 7297",NA,NA,4,2016,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,9.71144292253853,0
"610","FLaSH 2132 SKT 2017-01-11 719 A2",50,1.1777,1,2017,"Lower",0,0,568,0,0,68,8.6,65.8,72.16,0,10.64,0,27.28,0,0
"611","FLaSH 2133 SKT 2017-01-11 719 A3",63,1.8809,1,2017,"Lower",0,0,208,0,0,40,3.6,39,46.88,0,7.98,0,0,0,0
"612","FLaSH 2133 SKT 2017-01-11 719 A3",NA,NA,1,2017,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,58.717794916892,0
"613","FLaSH 2134 SKT 2017-01-11 719 A4",67,1.8208,1,2017,"Lower",0,0,112,0,0,14,1.81,17,51.2,0,5.32,0,30.69,0,0
"614","FLaSH 2134 SKT 2017-01-11 719 A4",NA,NA,1,2017,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,97.3506298391361,0
"615","FLaSH 2135 SKT 2017-01-11 719 A5",68,2.1892,1,2017,"Lower",0,0,356,0,0,51,28.8,111.4,221.44,0,7.98,0,0,0,0
"616","FLaSH 2135 SKT 2017-01-11 719 A5",NA,NA,1,2017,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,201.984372653768,0
"617","FLaSH 2136 SKT 2017-01-11 719 A6",69,2.3166,1,2017,"Lower",0,0,640,0,0,28,12,56,75.52,0,15.96,0,17.05,0,0
"618","FLaSH 2136 SKT 2017-01-11 719 A6",NA,NA,1,2017,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,67.8697559680512,0
"619","FLaSH 2137 SKT 2017-01-11 719 A7",70,2.5576,1,2017,"Lower",0,0,340,3,0,32,8.6,50,60,0,10.64,0,0,0,0
"620","FLaSH 2137 SKT 2017-01-11 719 A7",NA,NA,1,2017,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,18.7721351600161,0
"621","FLaSH 2146 SKT 2017-02-08 719 A21",66,2.0763,2,2017,"Lower",0,0,96,0,0,42,0,5.6,18.4,0,2.66,0,0,0,0
"622","FLaSH 2147 SKT 2017-02-08 719 A22",69,2.4799,2,2017,"Lower",0,0,204,6,0,108,0,29,31.36,1,10.64,0,17.05,0,0
"623","FLaSH 2147 SKT 2017-02-08 719 A22",NA,NA,2,2017,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,51.7063058265069,0
"624","FLaSH 2148 SKT 2017-02-08 719 A23",68,2.2259,2,2017,"Lower",0,0,364,0,0,67,0,24,43.04,0,26.6,0,3.41,0,0
"625","FLaSH 2155 SKT 2017-03-08 715 A30",77,4.2105,3,2017,"Lower",0,0,60,0,0,4,0,1,0,0,0,0,0,0,0
"626","FLaSH 2156 SKT 2017-03-08 715 A31",70,2.7893,3,2017,"Lower",0,0,12,0,0,0,0,0,1.6,0,0,0,0,0,0
"627","FLaSH 2157 SKT 2017-03-08 715 A32",74,3.0681,3,2017,"Lower",0,0,132,0,0,7,0,4,15.04,0,0,0,0,0,0
"628","FLaSH 2158 SKT 2017-03-08 715 A33",58,1.3354,3,2017,"Lower",0,0,132,0,0,0,0,1,0,0,0,0,0,0,0
"629","FLaSH 2159 SKT 2017-03-08 719 A34",67,2.1814,3,2017,"Lower",0,0.35,36,69,0.13,56,5.7,16,11.68,0.28,0,0,0,0,0
"630","FLaSH 2161 SKT 2017-04-05 719 A36",80,4.3314,4,2017,"Lower",0,0,0,0,0.13,3,0,1,33.6,0,0,0,6.82,0,0
"631","FLaSH 2162 SKT 2017-04-05 719 A37",74,2.8173,4,2017,"Lower",0,0.07,136,3,0.13,42,3.31,15,21.76,0,0,0,770.66,0,0
"632","FLaSH 2162 SKT 2017-04-05 719 A37",NA,NA,4,2017,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,8.71130950527958,0
"633","FLaSH 2163 SKT 2017-04-05 719 A38",74,3.2853,4,2017,"Lower",0,0,316,0,0.91,57,8.12,65.4,48.32,0,0,0,368.28,0,0
"634","FLaSH 2164 SKT 2017-04-05 719 A39",70,3.1433,4,2017,"Lower",0,0,160,0,0,18,0,28,26.72,0,0,1.15,739.97,0,0
"635","FLaSH 2164 SKT 2017-04-05 719 A39",NA,NA,4,2017,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,9.71144292253853,0
"636","DOP 1 EDSM 2017-08-10 18-02-CS01 1",42,0.386,8,2017,"Lower",0,0.6,0,0,0.08,12,0,0,13.44,0,21.28,6.9,0,0,0
"637","DOP 2 EDSM 2017-08-15 18-03-SSC02 0002",NA,NA,8,2017,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464
"638","DOP 2 EDSM 2017-08-15 18-03-SSC02 2",52,0.7533,8,2017,"Middle",0,0.1,0,0,0.26,3,3.31,6,11.68,0,13.3,2.3,27.28,0,0
"639","DOP 4 EDSM 2017-08-22 18-04-SSC02 4",47,0.5043,8,2017,"Middle",0,0,0,0,0,0,0,0,3.36,0,0,0,0,0,0
"640","FLaSH 2322 SKT 2018-03-07 719 A57",65,1.8585,3,2018,"Lower",0,0,0,12,0,15,8.5,6.6,37.76,3,2.66,0,0,0,0
"641","FLaSH 2300 STN 2018-06-12 797 7617",40,0.3806,6,2018,"Middle",0,0,0,0,0,0,0,0,0,0,37.24,3.45,3.41,0,0
"642","DOP 106 EDSM 2018-07-24 18-52-LSSC03 73",50,1.0844,7,2018,"Lower",0,0.2,0,0,0,0,0,0,6.72,0,74.48,25.3,61.38,0,0
"643","DOP 107 EDSM 2018-07-24 18-52-LSSC03 0074",NA,NA,7,2018,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,4.60925255849166,1.60426994121795
"644","DOP 107 EDSM 2018-07-24 18-52-LSSC03 74",45,0.8169,7,2018,"Lower",0,0,0,0,0,0,0,0,10.08,0,47.88,5.75,71.61,0,0
"645","DOP 108 EDSM 2018-07-24 18-52-LSSC03 75",44,0.7457,7,2018,"Lower",0,0,0,0,0,0,0,0,0,0,2.66,2.3,0,0,0
"646","DOP 109 EDSM 2018-07-24 18-52-LSSC03 76",47,0.8332,7,2018,"Lower",0,0,0,0,0.65,0,10.81,0,0,0,37.24,9.2,44.33,0,0
"647","DOP 100 EDSM 2018-07-05 18-49-LSSC03 67",43,0.4901,7,2018,"Middle",0,0,0,0,0,0,0,0,3.36,0,18.62,0,34.1,0,0
"648","DOP 101 EDSM 2018-07-09 18-50-LSSC01 68",44,0.479,7,2018,"Middle",0,0,0,0,0,6,0,0,3.36,0,0,1.15,17.05,0,0
"649","DOP 102 EDSM 2018-07-18 18-51-LSSC01 0069",NA,NA,7,2018,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60426994121795
"650","DOP 102 EDSM 2018-07-18 18-51-LSSC01 69",46,0.711,7,2018,"Middle",0,0.1,0,0,0.13,0,0,0,0,0,0,0,0,0,0
"651","DOP 103 EDSM 2018-07-19 18-51-LSSC04 0070",NA,NA,7,2018,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60426994121795
"652","DOP 103 EDSM 2018-07-19 18-51-LSSC04 70",48,0.8499,7,2018,"Middle",0,0.4,0,0,0,0,26.12,6,10.08,0,21.28,34.5,211.42,0,0
"653","DOP 104 EDSM 2018-07-23 18-52-LSSC02 0071",NA,NA,7,2018,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60426994121795
"654","DOP 104 EDSM 2018-07-23 18-52-LSSC02 71",48,0.8703,7,2018,"Middle",0,0,0,0,6.37,0,0,0,0,0,0,1.15,0,0,0
"655","DOP 105 EDSM 2018-07-23 18-52-LSSC05 72",48,0.7034,7,2018,"Middle",0,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0
"656","DOP 133 EDSM 2018-07-09 18-50-LSSC01 0150",NA,NA,7,2018,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60426994121795
"657","DOP 133 EDSM 2018-07-09 18-50-LSSC01 150",49,1.1338,7,2018,"Middle",0,0,0,0,0.13,0,0,0,3.36,0,0,0,3.41,0,0
"658","DOP 97 EDSM 2018-07-05 18-49-LSSC03 0064",NA,NA,7,2018,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60426994121795
"659","DOP 97 EDSM 2018-07-05 18-49-LSSC03 64",44,0.4786,7,2018,"Middle",0,0,0,0,0,0,0,0,0,0,2.66,1.15,3.41,0,0
"660","DOP 98 EDSM 2018-07-05 18-49-LSSC03 0065",NA,NA,7,2018,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80243909040543
"661","DOP 98 EDSM 2018-07-05 18-49-LSSC03 65",35,0.3533,7,2018,"Middle",0,0,0,0,0,0,0,1,3.36,0,13.3,1.15,17.05,0,0
"662","DOP 99 EDSM 2018-07-05 18-49-LSSC03 0066",NA,NA,7,2018,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03545924705602
"663","DOP 99 EDSM 2018-07-05 18-49-LSSC03 66",42,0.4281,7,2018,"Middle",0,0,0,0,0.13,0,0,0,0,1,5.32,0,3.41,0,0
"664","DOP 122 EDSM 2018-08-20 19-04-LSSC05 89",43,0.516,8,2018,"Lower",0,3,0,0,3.33,0,3,0,3.36,0,2.66,39.1,0,0,0
"665","DOP 123 EDSM 2018-08-20 19-04-LSSC05 90",47,0.6743,8,2018,"Lower",0,3.3,0,0,2.37,0,1.81,3,4.96,0.28,2.66,32.2,17.05,0,0
"666","DOP 124 EDSM 2018-08-27 19-05-LSSC05 91",50,0.8433,8,2018,"Lower",0,49.68,0,0,3.98,72,251.48,4,13.44,4.56,53.2,466.9,20.46,0,0
"667","DOP 125 EDSM 2018-08-27 19-05-LSSC05 92",48,0.9046,8,2018,"Lower",0,12.27,0,0,3.07,130,46.24,26,0,0,77.14,273.7,57.97,0,0
"668","DOP 126 EDSM 2018-08-27 19-05-LSSC05 93",50,0.9268,8,2018,"Lower",0,36,0,0,4.94,402,0,2,6.72,0.56,69.16,158.7,0,0,0
"669","DOP 127 EDSM 2018-08-27 19-05-LSSC05 94",47,0.7985,8,2018,"Lower",0,7.8,0,0,0.26,102,0,1,0,1,130.34,113.85,0,0,0
"670","DOP 128 EDSM 2018-08-27 19-05-LSSC05 95",44,0.5114,8,2018,"Lower",0,15.54,0,0,7.09,28,19.23,61,3.36,2,10.64,50.6,71.61,0,0
"671","DOP 129 EDSM 2018-08-27 19-05-LSSC05 0096",NA,NA,8,2018,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4006877200746
"672","DOP 129 EDSM 2018-08-27 19-05-LSSC05 96",47,0.7803,8,2018,"Lower",0,0.5,0,0,0.52,77,17.43,92,3.36,0,74.48,52.9,160.27,0,0
"673","DOP 130 EDSM 2018-08-27 19-05-LSSC05 0097",NA,NA,8,2018,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60426994121795
"674","DOP 130 EDSM 2018-08-27 19-05-LSSC05 97",48,0.7065,8,2018,"Lower",0,51.11,0,0,2.36,184,37.8,8,0,0.56,23.94,21.85,3.41,0,0
"675","DOP 110 EDSM 2018-08-01 19-01-LSSC01 77",47,0.829,8,2018,"Middle",0,0.2,0,0,116.35,8,6.93,11,36.96,0,2.66,1.15,68.2,0,0
"676","DOP 111 EDSM 2018-08-01 19-01-LSSC01 78",52,0.9621,8,2018,"Middle",0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
"677","DOP 114 EDSM 2018-08-08 19-02-LSSC02 0081",NA,NA,8,2018,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464
"678","DOP 114 EDSM 2018-08-08 19-02-LSSC02 81",46,0.7599,8,2018,"Middle",0,0.3,0,0,0.65,4,0,2,3.36,0,29.26,1.15,20.46,0,0
"679","DOP 115 EDSM 2018-08-08 19-02-LSSC02 0082",NA,NA,8,2018,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.3130905800503
"680","DOP 115 EDSM 2018-08-08 19-02-LSSC02 82",45,0.6321,8,2018,"Middle",0,0.1,0,0,0.13,0,0,0,0,0,21.28,3.45,0,0,0
"681","DOP 116 EDSM 2018-08-14 19-03-LSSC01 83",48,0.7308,8,2018,"Middle",0,0.1,0,0,0.39,0,0,0,0,0,7.98,5.75,0,0,0
