FLaSHLogNumber,Project,Date,Station,Species,SerialNumber,PreyType,PreyConversion,MacroCategory,PreyLengthSpecies,PreyLength,Estimate,PreyWeight
1800,SKT,12/9/2014 0:00,711,delta smelt,7035,Gammarus,Crangonyx,amphipod,Crangonyx sp.,4,G,
1800,SKT,12/9/2014 0:00,711,delta smelt,7035,Gammarus,Crangonyx,amphipod,Crangonyx sp.,4.1,,
1807,SKT,12/17/2014 0:00,704,delta smelt,7068,Gammarus,Crangonyx,amphipod,Crangonyx sp.,3.4,,5.20E-04
1807,SKT,12/17/2014 0:00,704,delta smelt,7068,Gammarus,Crangonyx,amphipod,Crangonyx sp.,3,,3.90E-04
1808,SKT,12/17/2014 0:00,704,delta smelt,7070,Gammarus,Crangonyx,amphipod,Crangonyx sp.,3.2,,
1808,SKT,12/17/2014 0:00,704,delta smelt,7070,Gammarus,Crangonyx,amphipod,Crangonyx sp.,4.2,,
1808,SKT,12/17/2014 0:00,704,delta smelt,7070,Gammarus,Crangonyx,amphipod,Crangonyx sp.,3.5,,
1809,SKT,12/17/2014 0:00,704,delta smelt,7071,Gammarus,Crangonyx,amphipod,Crangonyx sp.,2.7,,3.40E-04
1811,SKT,12/17/2014 0:00,704,delta smelt,7073,Gammarus,Crangonyx,amphipod,Crangonyx sp.,2.9,,
1812,SKT,12/17/2014 0:00,704,delta smelt,7074,Gammarus,Crangonyx,amphipod,Crangonyx sp.,3.6,,7.00E-04
1814,SKT,12/17/2014 0:00,704,delta smelt,7078,Gammarus,Crangonyx,amphipod,Crangonyx sp.,3.4,,1.08E-03
1816,SKT,12/17/2014 0:00,706,delta smelt,7081,Gammarus,Crangonyx,amphipod,Crangonyx sp.,3.8,,7.40E-04
1816,SKT,12/17/2014 0:00,706,delta smelt,7081,Gammarus,Crangonyx,amphipod,Crangonyx sp.,3.7,,5.10E-04
1816,SKT,12/17/2014 0:00,706,delta smelt,7081,Gammarus,Crangonyx,amphipod,Crangonyx sp.,2.6,,1.70E-04
1817,SKT,12/17/2014 0:00,715,delta smelt,7082,Gammarus,Crangonyx,amphipod,Crangonyx sp.,2.9,,2.40E-04
1824,SKT,1/13/2015 0:00,513,delta smelt,7089,Gammarus,Crangonyx,amphipod,Crangonyx sp.,3.9,,
1825,SKT,1/13/2015 0:00,508,delta smelt,7090,Gammarus,Crangonyx,amphipod,Crangonyx sp.,3.3,,3.10E-04
1837,SKT,1/15/2015 0:00,609,delta smelt,7102,Gammarus,Crangonyx,amphipod,Crangonyx sp.,2.9,,2.60E-04
1840,SKT,2/10/2015 0:00,801,delta smelt,7105,Gammarus,Crangonyx,amphipod,Crangonyx sp.,2.9,,
2137,SKT,1/11/2017 0:00,719,delta smelt,A7,Gammarus,Crangonyx,amphipod,Crangonyx sp.,3.3,S,
2143,SKT,1/12/2017 0:00,520,delta smelt,A13,Gammarus,Crangonyx,amphipod,Crangonyx sp.,4.4,,1.22E-03
2160,SKT,3/8/2017 0:00,711,delta smelt,A35,Gammarus,Crangonyx,amphipod,Crangonyx sp.,4.5,,
2160,SKT,3/8/2017 0:00,711,delta smelt,A35,Gammarus,Crangonyx,amphipod,Crangonyx sp.,4.1,,1.35E-03
2160,SKT,3/8/2017 0:00,711,delta smelt,A35,Gammarus,Crangonyx,amphipod,Crangonyx sp.,3.3,,4.30E-04
2160,SKT,3/8/2017 0:00,711,delta smelt,A35,Gammarus,Crangonyx,amphipod,Crangonyx sp.,4.5,,1.60E-03
2160,SKT,3/8/2017 0:00,711,delta smelt,A35,Gammarus,Crangonyx,amphipod,Crangonyx sp.,3.9,,1.20E-03
2160,SKT,3/8/2017 0:00,711,delta smelt,A35,Gammarus,Crangonyx,amphipod,Crangonyx sp.,4.2,,1.19E-03
2162,SKT,4/5/2017 0:00,719,delta smelt,A37,Gammarus,Crangonyx,amphipod,Crangonyx sp.,2.3,,1.80E-04
2164,SKT,4/5/2017 0:00,719,delta smelt,A39,Gammarus,Crangonyx,amphipod,Crangonyx sp.,2.7,,
2167,SKT,1/13/2016 0:00,707,delta smelt,7268,Gammarus,Crangonyx,amphipod,Crangonyx sp.,4.5,,
2169,SKT,1/13/2016 0:00,707,delta smelt,7270,Gammarus,Crangonyx,amphipod,Crangonyx sp.,4.6,,1.29E-03
2169,SKT,1/13/2016 0:00,707,delta smelt,7270,Gammarus,Crangonyx,amphipod,Crangonyx sp.,4.5,,4.20E-04
2169,SKT,1/13/2016 0:00,707,delta smelt,7270,Gammarus,Crangonyx,amphipod,Crangonyx sp.,3.2,,
2170,SKT,1/13/2016 0:00,715,delta smelt,7271,Gammarus,Crangonyx,amphipod,Crangonyx sp.,4.3,,1.10E-03
2170,SKT,1/13/2016 0:00,715,delta smelt,7271,Gammarus,Crangonyx,amphipod,Crangonyx sp.,4.6,,1.62E-03
2172,SKT,1/14/2016 0:00,606,delta smelt,7273,Gammarus,Crangonyx,amphipod,Crangonyx sp.,4.2,,1.33E-03
2172,SKT,1/14/2016 0:00,606,delta smelt,7273,Gammarus,Crangonyx,amphipod,Crangonyx sp.,3.8,,
2172,SKT,1/14/2016 0:00,606,delta smelt,7273,Gammarus,Crangonyx,amphipod,Crangonyx sp.,4,S,
2187,SKT,4/4/2016 0:00,719,delta smelt,7288,Gammarus,Crangonyx,amphipod,Crangonyx sp.,3.2,ED,
2190,SKT,4/4/2016 0:00,719,delta smelt,7291,Gammarus,Crangonyx,amphipod,Crangonyx sp.,3.4,,8.10E-04
2190,SKT,4/4/2016 0:00,719,delta smelt,7291,Gammarus,Crangonyx,amphipod,Crangonyx sp.,5.5,,4.21E-03
2204,SKT,4/4/2016 0:00,719,delta smelt,7297,Gammarus,Crangonyx,amphipod,Crangonyx sp.,2.7,,
2212,FMWT,11/7/2016 0:00,706,delta smelt,7338,Gammarus,Crangonyx,amphipod,Crangonyx sp.,3.8,Y,
2253,SKT,12/8/2016 0:00,706,delta smelt,,Gammarus,Crangonyx,amphipod,Crangonyx sp.,3,,
109,FMWT,9/13/2011 0:00,507,delta smelt,1299,Gammarus,Gammarus daiberi,amphipod,G. daiberi,8,,
165,FMWT,11/15/2011 0:00,704,delta smelt,2848,Gammarus,Gammarus daiberi,amphipod,G. daiberi,4.8,,
201,FMWT,11/15/2011 0:00,704,delta smelt,2847,Gammarus,Gammarus daiberi,amphipod,G. daiberi,4.8,,
201,FMWT,11/15/2011 0:00,704,delta smelt,2847,Gammarus,Gammarus daiberi,amphipod,G. daiberi,4.8,G,
213,FMWT,12/13/2011 0:00,807,delta smelt,1896,Gammarus,Gammarus daiberi,amphipod,G. daiberi,3.5,,
213,FMWT,12/13/2011 0:00,807,delta smelt,1896,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2.3,,
213,FMWT,12/13/2011 0:00,807,delta smelt,1896,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2.9,G,
380,SKT,1/19/2012 0:00,706,delta smelt,4089,Gammarus,Gammarus daiberi,amphipod,G. daiberi,9.9,,
472,SKT,2/15/2012 0:00,706,delta smelt,4450,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.4,,
500,SKT,3/8/2012 0:00,707,delta smelt,4600,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.7,,
500,SKT,3/8/2012 0:00,707,delta smelt,4600,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.8,,
500,SKT,3/8/2012 0:00,707,delta smelt,4600,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.5,,
500,SKT,3/8/2012 0:00,707,delta smelt,4600,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.6,,
500,SKT,3/8/2012 0:00,707,delta smelt,4600,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.7,,
500,SKT,3/8/2012 0:00,707,delta smelt,4600,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.9,,
500,SKT,3/8/2012 0:00,707,delta smelt,4600,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.7,G,
503,SKT,3/8/2012 0:00,707,delta smelt,4606,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.6,,
503,SKT,3/8/2012 0:00,707,delta smelt,4606,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.8,,
503,SKT,3/8/2012 0:00,707,delta smelt,4606,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.6,,
503,SKT,3/8/2012 0:00,707,delta smelt,4606,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.5,,
503,SKT,3/8/2012 0:00,707,delta smelt,4606,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2.4,,
503,SKT,3/8/2012 0:00,707,delta smelt,4606,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2.1,,
503,SKT,3/8/2012 0:00,707,delta smelt,4606,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2,,
555,SKT,3/6/2012 0:00,801,delta smelt,4584,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.8,,
555,SKT,3/6/2012 0:00,801,delta smelt,4584,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2,ED,
555,SKT,3/6/2012 0:00,801,delta smelt,4584,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.9,G,
588,SKT,1/19/2012 0:00,706,delta smelt,4087,Gammarus,Gammarus daiberi,amphipod,G. daiberi,5.2,,2.53E-03
588,SKT,1/19/2012 0:00,706,delta smelt,4087,Gammarus,Gammarus daiberi,amphipod,G. daiberi,6.2,ED,
638,SKT,4/4/2012 0:00,704,delta smelt,4913,Gammarus,Gammarus daiberi,amphipod,G. daiberi,3.1,,6.90E-04
640,SKT,4/4/2012 0:00,706,delta smelt,4916,Gammarus,Gammarus daiberi,amphipod,G. daiberi,3.4,,9.90E-04
660,SKT,4/3/2012 0:00,513,delta smelt,4898,Gammarus,Gammarus daiberi,amphipod,G. daiberi,3.5,,9.50E-04
661,SKT,4/3/2012 0:00,513,delta smelt,4901,Gammarus,Gammarus daiberi,amphipod,G. daiberi,3.5,M,
676,SKT,4/5/2012 0:00,609,delta smelt,5022,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.7,G,
676,SKT,4/5/2012 0:00,609,delta smelt,5022,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.7,,
677,SKT,4/5/2012 0:00,609,delta smelt,5024,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.5,,
677,SKT,4/5/2012 0:00,609,delta smelt,5024,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.5,,
677,SKT,4/5/2012 0:00,609,delta smelt,5024,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.7,,
677,SKT,4/5/2012 0:00,609,delta smelt,5024,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.7,,
1051,SKT,1/9/2013 0:00,719,delta smelt,6219,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2.7,,
1070,SKT,1/9/2013 0:00,719,delta smelt,6244,Gammarus,Gammarus daiberi,amphipod,G. daiberi,5.1,ED,
1081,SKT,1/10/2013 0:00,609,delta smelt,6260,Gammarus,Gammarus daiberi,amphipod,G. daiberi,5.2,,
1081,SKT,1/10/2013 0:00,609,delta smelt,6260,Gammarus,Gammarus daiberi,amphipod,G. daiberi,5.2,G,
1084,SKT,1/10/2013 0:00,606,delta smelt,6265,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2.4,,
1090,SKT,1/10/2013 0:00,606,delta smelt,6276,Gammarus,Gammarus daiberi,amphipod,G. daiberi,5.9,,
1095,SKT,1/10/2013 0:00,606,delta smelt,6281,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2.9,,
1099,SKT,1/10/2013 0:00,602,delta smelt,6287,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2.6,ED,
1099,SKT,1/10/2013 0:00,602,delta smelt,6287,Gammarus,Gammarus daiberi,amphipod,G. daiberi,3.4,,
1104,SKT,1/10/2013 0:00,519,delta smelt,6289,Gammarus,Gammarus daiberi,amphipod,G. daiberi,4.7,M,
1111,SKT,2/7/2013 0:00,610,delta smelt,6388,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.9,,
1111,SKT,2/7/2013 0:00,610,delta smelt,6388,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2.5,,
1115,SKT,3/6/2013 0:00,704,delta smelt,6397,Gammarus,Gammarus daiberi,amphipod,G. daiberi,6.2,,
1115,SKT,3/6/2013 0:00,704,delta smelt,6397,Gammarus,Gammarus daiberi,amphipod,G. daiberi,6.2,G,
1128,SKT,3/6/2013 0:00,706,delta smelt,6410,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2.6,ED,
1145,SKT,4/4/2013 0:00,704,delta smelt,6466,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2.9,S,
1146,SKT,4/4/2013 0:00,704,delta smelt,6467,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2.9,S,
1152,SKT,4/4/2013 0:00,704,delta smelt,6473,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2.9,,
1161,SKT,2/7/2013 0:00,609,delta smelt,6366,Gammarus,Gammarus daiberi,amphipod,G. daiberi,3.5,,
1250,SKT,5/2/2012 0:00,704,delta smelt,5062,Gammarus,Gammarus daiberi,amphipod,G. daiberi,3.4,,
1254,SKT,5/2/2012 0:00,715,delta smelt,5070,Gammarus,Gammarus daiberi,amphipod,G. daiberi,3.2,,
1454,FMWT,10/9/2013 0:00,705,delta smelt,544,Gammarus,Gammarus daiberi,amphipod,G. daiberi,3.1,M,
1461,SKT,1/16/2014 0:00,519,delta smelt,347,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.9,,
1465,SKT,1/15/2014 0:00,707,delta smelt,141,Gammarus,Gammarus daiberi,amphipod,G. daiberi,7.2,,
1469,SKT,1/15/2014 0:00,715,delta smelt,145,Gammarus,Gammarus daiberi,amphipod,G. daiberi,4,,
1470,SKT,1/15/2014 0:00,715,delta smelt,146,Gammarus,Gammarus daiberi,amphipod,G. daiberi,3.8,ED,
1477,SKT,2/13/2014 0:00,606,delta smelt,395,Gammarus,Gammarus daiberi,amphipod,G. daiberi,1.7,,
1486,SKT,2/12/2014 0:00,712,delta smelt,365,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2.2,,
1486,SKT,2/12/2014 0:00,712,delta smelt,365,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2.6,ED,
1488,SKT,2/12/2014 0:00,713,delta smelt,360,Gammarus,Gammarus daiberi,amphipod,G. daiberi,3.2,,
1507,SKT,3/12/2014 0:00,715,delta smelt,556,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2.3,,
1509,SKT,3/12/2014 0:00,716,delta smelt,553,Gammarus,Gammarus daiberi,amphipod,G. daiberi,3.5,,
1510,SKT,3/12/2014 0:00,716,delta smelt,554,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2.3,,
1513,SKT,1/14/2014 0:00,513,delta smelt,115,Gammarus,Gammarus daiberi,amphipod,G. daiberi,3.2,ED,
1532,SKT,1/15/2014 0:00,706,delta smelt,130,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2.4,,
1821,SKT,12/18/2014 0:00,504,delta smelt,7086,Gammarus,Gammarus daiberi,amphipod,G. daiberi,4.2,,
1836,SKT,1/15/2015 0:00,609,delta smelt,7101,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2.6,ED,
1841,SKT,2/10/2015 0:00,508,delta smelt,7106,Gammarus,Gammarus daiberi,amphipod,G. daiberi,3.5,,6.30E-04
1859,SKT,2/11/2015 0:00,706,delta smelt,7136,Gammarus,Gammarus daiberi,amphipod,G. daiberi,5.2,,
1879,SKT,3/11/2015 0:00,707,delta smelt,7160,Gammarus,Gammarus daiberi,amphipod,G. daiberi,6.8,,
2305,SKT,12/13/2017 0:00,704,delta smelt,A42,Gammarus,Gammarus daiberi,amphipod,G. daiberi,6.5,,
2305,SKT,12/13/2017 0:00,704,delta smelt,A42,Gammarus,Gammarus daiberi,amphipod,G. daiberi,3,,
2305,SKT,12/13/2017 0:00,704,delta smelt,A42,Gammarus,Gammarus daiberi,amphipod,G. daiberi,2,,
2473,SKT,12/12/2018 0:00,704,delta smelt,A61,Gammarus,Gammarus daiberi,amphipod,G. daiberi,4.4,,
391,SKT,1/19/2012 0:00,715,delta smelt,4103,Gammarus,Hyalella,amphipod,Hyalella sp.,3.6,,
395,SKT,1/19/2012 0:00,716,delta smelt,4107,Gammarus,Hyalella,amphipod,Hyalella sp.,3.3,,
523,SKT,3/8/2012 0:00,715,delta smelt,4645,Gammarus,Hyalella,amphipod,Hyalella sp.,5.8,,
614,SKT,4/3/2012 0:00,513,delta smelt,4899,Gammarus,Hyalella,amphipod,Hyalella sp.,4.6,,2.54E-03
614,SKT,4/3/2012 0:00,513,delta smelt,4899,Gammarus,Hyalella,amphipod,Hyalella sp.,4.3,,2.63E-03
614,SKT,4/3/2012 0:00,513,delta smelt,4899,Gammarus,Hyalella,amphipod,Hyalella sp.,4.1,,1.28E-03
614,SKT,4/3/2012 0:00,513,delta smelt,4899,Gammarus,Hyalella,amphipod,Hyalella sp.,4,,2.18E-03
614,SKT,4/3/2012 0:00,513,delta smelt,4899,Gammarus,Hyalella,amphipod,Hyalella sp.,3.8,,
614,SKT,4/3/2012 0:00,513,delta smelt,4899,Gammarus,Hyalella,amphipod,Hyalella sp.,3.3,,1.60E-03
616,SKT,4/3/2012 0:00,513,delta smelt,4902,Gammarus,Hyalella,amphipod,Hyalella sp.,4.2,S,
616,SKT,4/3/2012 0:00,513,delta smelt,4902,Gammarus,Hyalella,amphipod,Hyalella sp.,4.2,S,
615,SKT,4/3/2012 0:00,513,delta smelt,4905,Gammarus,Hyalella,amphipod,Hyalella sp.,3.5,,5.30E-04
615,SKT,4/3/2012 0:00,513,delta smelt,4905,Gammarus,Hyalella,amphipod,Hyalella sp.,2.8,,6.20E-04
615,SKT,4/3/2012 0:00,513,delta smelt,4905,Gammarus,Hyalella,amphipod,Hyalella sp.,4.2,,
660,SKT,4/3/2012 0:00,513,delta smelt,4898,Gammarus,Hyalella,amphipod,Hyalella sp.,4,,1.75E-03
660,SKT,4/3/2012 0:00,513,delta smelt,4898,Gammarus,Hyalella,amphipod,Hyalella sp.,3.2,,7.50E-04
660,SKT,4/3/2012 0:00,513,delta smelt,4898,Gammarus,Hyalella,amphipod,Hyalella sp.,3.8,,1.95E-03
661,SKT,4/3/2012 0:00,513,delta smelt,4901,Gammarus,Hyalella,amphipod,Hyalella sp.,3.3,,5.90E-04
1065,SKT,1/9/2013 0:00,719,delta smelt,6236,Gammarus,Hyalella,amphipod,Hyalella sp.,3.5,,1.08E-03
1539,SKT,1/15/2014 0:00,706,delta smelt,135,Gammarus,Hyalella,amphipod,Hyalella sp.,3.7,,
1770,FMWT,9/11/2014 0:00,705,delta smelt,7003,Gammarus,Hyalella,amphipod,Hyalella sp.,3.9,,1.28E-03
1791,SKT,12/9/2014 0:00,705,delta smelt,7025,Gammarus,Hyalella,amphipod,Hyalella sp.,3.3,,2.30E-04
1791,SKT,12/9/2014 0:00,705,delta smelt,7025,Gammarus,Hyalella,amphipod,Hyalella sp.,3.3,,3.70E-04
1791,SKT,12/9/2014 0:00,705,delta smelt,7025,Gammarus,Hyalella,amphipod,Hyalella sp.,3.3,,5.90E-04
1817,SKT,12/17/2014 0:00,715,delta smelt,7082,Gammarus,Hyalella,amphipod,Hyalella sp.,2.2,,
1858,SKT,2/11/2015 0:00,707,delta smelt,7130,Gammarus,Hyalella,amphipod,Hyalella sp.,2.3,,
2131,SKT,1/11/2017 0:00,704,delta smelt,A1,Gammarus,Hyalella,amphipod,Hyalella sp.,4.8,,2.16E-03
2131,SKT,1/11/2017 0:00,704,delta smelt,A1,Gammarus,Hyalella,amphipod,Hyalella sp.,3.4,,7.30E-04
2133,SKT,1/11/2017 0:00,719,delta smelt,A3,Gammarus,Hyalella,amphipod,Hyalella sp.,4.3,,1.01E-03
2134,SKT,1/11/2017 0:00,719,delta smelt,A4,Gammarus,Hyalella,amphipod,Hyalella sp.,4,,1.04E-03
2134,SKT,1/11/2017 0:00,719,delta smelt,A4,Gammarus,Hyalella,amphipod,Hyalella sp.,4,,
2135,SKT,1/11/2017 0:00,719,delta smelt,A5,Gammarus,Hyalella,amphipod,Hyalella sp.,5.3,,2.51E-03
2135,SKT,1/11/2017 0:00,719,delta smelt,A5,Gammarus,Hyalella,amphipod,Hyalella sp.,5.3,G,
2136,SKT,1/11/2017 0:00,719,delta smelt,A6,Gammarus,Hyalella,amphipod,Hyalella sp.,4.3,,1.64E-03
2136,SKT,1/11/2017 0:00,719,delta smelt,A6,Gammarus,Hyalella,amphipod,Hyalella sp.,2.1,,2.60E-04
2138,SKT,1/11/2017 0:00,804,delta smelt,A8,Gammarus,Hyalella,amphipod,Hyalella sp.,3.9,,
2143,SKT,1/12/2017 0:00,520,delta smelt,A13,Gammarus,Hyalella,amphipod,Hyalella sp.,2.8,,4.40E-04
2143,SKT,1/12/2017 0:00,520,delta smelt,A13,Gammarus,Hyalella,amphipod,Hyalella sp.,3.3,,5.60E-04
2169,SKT,1/13/2016 0:00,707,delta smelt,7270,Gammarus,Hyalella,amphipod,Hyalella sp.,3.1,M,
2170,SKT,1/13/2016 0:00,715,delta smelt,7271,Gammarus,Hyalella,amphipod,Hyalella sp.,3,,5.00E-04
2170,SKT,1/13/2016 0:00,715,delta smelt,7271,Gammarus,Hyalella,amphipod,Hyalella sp.,3.6,,1.21E-03
2170,SKT,1/13/2016 0:00,715,delta smelt,7271,Gammarus,Hyalella,amphipod,Hyalella sp.,3.3,,7.80E-04
2170,SKT,1/13/2016 0:00,715,delta smelt,7271,Gammarus,Hyalella,amphipod,Hyalella sp.,3.3,,9.10E-04
2170,SKT,1/13/2016 0:00,715,delta smelt,7271,Gammarus,Hyalella,amphipod,Hyalella sp.,1.9,,1.00E-04
2170,SKT,1/13/2016 0:00,715,delta smelt,7271,Gammarus,Hyalella,amphipod,Hyalella sp.,3.2,,7.90E-04
2170,SKT,1/13/2016 0:00,715,delta smelt,7271,Gammarus,Hyalella,amphipod,Hyalella sp.,2.2,,2.10E-04
2170,SKT,1/13/2016 0:00,715,delta smelt,7271,Gammarus,Hyalella,amphipod,Hyalella sp.,3.7,,1.07E-03
2170,SKT,1/13/2016 0:00,715,delta smelt,7271,Gammarus,Hyalella,amphipod,Hyalella sp.,3.5,,9.20E-04
2173,SKT,2/10/2016 0:00,715,delta smelt,7274,Gammarus,Hyalella,amphipod,Hyalella sp.,3.6,,1.23E-03
2179,SKT,3/9/2016 0:00,719,delta smelt,7280,Gammarus,Hyalella,amphipod,Hyalella sp.,2.6,,
2302,SKT,12/13/2017 0:00,706,delta smelt,A40A,Gammarus,Hyalella,amphipod,Hyalella sp.,3.2,,
2302,SKT,12/13/2017 0:00,706,delta smelt,A40A,Gammarus,Hyalella,amphipod,Hyalella sp.,3.9,,
2312,SKT,1/10/2018 0:00,704,delta smelt,A46,Gammarus,Hyalella,amphipod,Hyalella sp.,4.2,G,
1573,SKT,3/12/2014 0:00,719,delta smelt,507,Gammarus,Corophiidae,amphipod,juvenile Corophium,1.5,,
1573,SKT,3/12/2014 0:00,719,delta smelt,507,Gammarus,Corophiidae,amphipod,juvenile Corophium,1.4,,
1573,SKT,3/12/2014 0:00,719,delta smelt,507,Gammarus,Corophiidae,amphipod,juvenile Corophium,1.4,,
510,SKT,3/8/2012 0:00,713,delta smelt,4619,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.7,,
625,SKT,4/5/2012 0:00,602,delta smelt,4967,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.6,,
675,SKT,4/5/2012 0:00,609,delta smelt,5009,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.4,,
704,SKT,1/19/2012 0:00,719,delta smelt,4223,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1,,
704,SKT,1/19/2012 0:00,719,delta smelt,4223,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1,,
1033,FMWT,12/7/2012 0:00,517,delta smelt,6112,Gammarus,Gammaridae,amphipod,juvenile Gammarus,2.2,,
1039,FMWT,12/11/2012 0:00,719,delta smelt,6132,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.8,,
1094,SKT,1/10/2013 0:00,606,delta smelt,6280,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.8,,
1135,SKT,3/7/2013 0:00,606,delta smelt,6443,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.6,,
1135,SKT,3/7/2013 0:00,606,delta smelt,6443,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.8,,
1139,SKT,3/7/2013 0:00,609,delta smelt,6413,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.6,,
1139,SKT,3/7/2013 0:00,609,delta smelt,6413,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.8,,
1139,SKT,3/7/2013 0:00,609,delta smelt,6413,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.7,G,
1142,SKT,3/7/2013 0:00,609,delta smelt,6440,Gammarus,Gammaridae,amphipod,juvenile Gammarus,2.3,ED,
1243,SKT,5/1/2012 0:00,519,delta smelt,5047,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.2,,
1418,STN,6/28/2012 0:00,609,delta smelt,5242,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.7,,
1465,SKT,1/15/2014 0:00,707,delta smelt,141,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.5,,
1465,SKT,1/15/2014 0:00,707,delta smelt,141,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1,,
1466,SKT,1/15/2014 0:00,707,delta smelt,142,Gammarus,Gammaridae,amphipod,juvenile Gammarus,2,,
1466,SKT,1/15/2014 0:00,707,delta smelt,142,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.9,,
1498,SKT,3/13/2014 0:00,606,delta smelt,579,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.4,,
1498,SKT,3/13/2014 0:00,606,delta smelt,579,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.3,,
1501,SKT,3/12/2014 0:00,706,delta smelt,400,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.1,,
1506,SKT,3/12/2014 0:00,715,delta smelt,555,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.6,,
1508,SKT,3/12/2014 0:00,715,delta smelt,557,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.5,,
1515,SKT,1/14/2014 0:00,513,delta smelt,118,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.1,,
1539,SKT,1/15/2014 0:00,706,delta smelt,135,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.3,,
1573,SKT,3/12/2014 0:00,719,delta smelt,507,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.2,,
1574,SKT,3/12/2014 0:00,719,delta smelt,514,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.5,,
1574,SKT,3/12/2014 0:00,719,delta smelt,514,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.4,,
1574,SKT,3/12/2014 0:00,719,delta smelt,514,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.5,G,
1575,SKT,3/12/2014 0:00,719,delta smelt,515,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.5,,
1575,SKT,3/12/2014 0:00,719,delta smelt,515,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.2,,
1575,SKT,3/12/2014 0:00,719,delta smelt,515,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.6,,
1575,SKT,3/12/2014 0:00,719,delta smelt,515,Gammarus,Gammaridae,amphipod,juvenile Gammarus,1.6,,
