"Year","Month","Region","latitude","longitude","Database","LogNumber","Project","Date","Station","SerialNumber","Species","SurfaceTemperature","SurfaceConductivity","SurfacePPT","Secchi","Turbidity","ForkLength","TotalBodyWeight","GutContents","Acanthocyclops spp","Acartia spp","Acartia copepodid","Acartiella sinensis","Acartiella copepodid","Barnacle nauplii","Bosmina spp","Ceriodaphnia spp","Calanoid copepodid","Chironomid larvae","Clams","Copepod nauplii","Corophium type","Crab megalope","Crab zoea","Cumaceans","Cyclopoid copepodid","Daphnia spp","Diaphanosoma spp","Diaptomus spp","Diaptomus copepodid","Eurytemora spp","Eurytemora copepodid","Eurytemora nauplii","Fish eggs","Gammarus type","Harpacticoids","Hyperacanthomysis longirostris","Isopods","Limnoithona spp","Limnoithona copepodid","Longfin Smelt","Neomysis kadiakensis","Neomysis mercedis","Oithona davisae","Oithona copepodid","Osphranticum","Ostracods","Other calanoid","Other cladocera","Other cyclopoid","Other insect larvae","Other malacostraca","Other zooplankton","Pacific Herring","Palaemon","Prickly Sculpin","Pseudodiaptomus forbesi","Pseudodiaptomus marinus","Pseudodiaptomus spp","Pseudodiaptomus copepodid","Pseudodiaptomus nauplii","Sinocalanus spp","Sinocalanus copepodid","Sinocalanus nauplii","Synchaeta","Terrestrial invertebrates","Tortanus dextrilobatus","Tortanus spp","Tortanus copepodid","Tridentiger spp","Unid amphipod","Unid calanoid","Unid cladocera","Unid copepod","Unid cyclopoid","Unid fish","Unid mysids","Nippoleucon hinumensis","Diacyclops spp","Eucyclops spp","Other rotifer"
2012,1,"Lower",38.33428,-121.64733,"FLaSH",589,"SKT",2012-01-19,"719","4226","Delta Smelt",7.8,362,0.16,36,30,57,1.2357,"Y",0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,8,0,0,0,0,22,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2017,4,"Lower",38.33428,-121.64733,"FLaSH",2162,"SKT",2017-04-05,"719","A37","Delta Smelt",17,710,0.33,48,22,74,2.8173,"Y",1,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,1,34,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,226,1,1,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0
2015,5,"Lower",38.33428,-121.64733,"FLaSH",1885,"SKT",2015-05-06,"719","7166","Delta Smelt",18.5,363,0.16,41,20,77,3.5538,"Y",0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,210,0,0,39,0,72,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2013,1,"Lower",38.33428,-121.64733,"FLaSH",1074,"SKT",2013-01-09,"719","6252","Delta Smelt",8.1,469,0.21,22,74,65,1.976,"Y",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,6,3,9,0,0,0,0,0,0
2016,3,"Lower",38.33428,-121.64733,"FLaSH",2177,"SKT",2016-03-09,"719","7278","Delta Smelt",14.8,483,0.22,30,53,69,2.436,"Y",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,12,0,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,3,"Lower",38.33428,-121.64733,"FLaSH",2178,"SKT",2016-03-09,"719","7279","Delta Smelt",14.8,483,0.22,30,53,63,1.4657,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,40,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,26,0,0,13,0,13,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0
2016,3,"Lower",38.33428,-121.64733,"FLaSH",2179,"SKT",2016-03-09,"719","7280","Delta Smelt",14.8,483,0.22,30,53,60,1.5542,"Y",3,0,0,0,0,0,1,0,76,0,0,0,0,0,0,0,21,0,0,0,0,121,118,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,31,28,0,0,0,0,0,0,28,0,0,0,0,7,1,0,0,0,0,0,0,0,0,31,6,16,5,0,0,0,0,0,0
2018,3,"Lower",38.33428,-121.64733,"FLaSH",2322,"SKT",2018-03-07,"719","A57","Delta Smelt",12.6,283,0.12,38,24,65,1.8585,"Y",1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,11,0,0,0,0,4,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0
2016,3,"Lower",38.33428,-121.64733,"FLaSH",2180,"SKT",2016-03-09,"719","7281","Delta Smelt",14.8,483,0.22,30,53,73,2.543,"Y",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,73,74,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,13,8,0,0,0,0,0,0,25,0,0,13,0,94,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
2014,5,"Lower",38.33428,-121.64733,"FLaSH",1619,"SKT",2014-05-07,"719","17","Delta Smelt",19.2,426,0.19,25,33,76,3.3431,"Y",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,4,0,118,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,"Lower",38.33428,-121.64733,"FLaSH",1070,"SKT",2013-01-09,"719","6244","Delta Smelt",8.1,469,0.21,22,74,72,2.7681,"Y",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,16,1,3,0,0,0,0,0,0
2016,3,"Lower",38.33428,-121.64733,"FLaSH",2182,"SKT",2016-03-09,"719","7283","Delta Smelt",14.8,483,0.22,30,53,60,1.656,"Y",0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,4,0,0,0,0,52,22,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,69,0,0,63,0,44,12,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
2012,1,"Lower",38.33428,-121.64733,"FLaSH",702,"SKT",2012-01-19,"719","4218","Delta Smelt",7.8,362,0.16,36,30,63,1.7099,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,11,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
2012,1,"Lower",38.33428,-121.64733,"FLaSH",700,"SKT",2012-01-19,"719","4144","Delta Smelt",7.8,362,0.16,36,30,57,1.4428,"Y",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,16,0,0,0,0,40,4,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0
2013,4,"Lower",38.33428,-121.64733,"FLaSH",1155,"SKT",2013-04-04,"719","6476","Delta Smelt",16.4,476,0.21,62,15,68,2.5726,"Y",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,146,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
2015,3,"Lower",38.33428,-121.64733,"FLaSH",1802,"SKT",2015-03-11,"719","7162","Delta Smelt",15.3,451,0.2,49,16,71,2.0025,"Y",2,2,0,0,0,0,17,1,3,0,0,0,0,0,0,0,33,0,0,0,7,3,3,0,0,1,32,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15,0,0,0,0,0,6,0,8,1,0,0,0,0,0,0
2012,1,"Lower",38.33428,-121.64733,"FLaSH",592,"SKT",2012-01-19,"719","4186","Delta Smelt",7.8,362,0.16,36,30,57,1.5627,"Y",3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,16,0,0,0,0,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,"Lower",38.33428,-121.64733,"FLaSH",1833,"SKT",2015-01-14,"719","7098","Delta Smelt",9.4,401,0.18,28,43,63,1.7113,"Y",13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,0,0,0,0,0,0
2013,3,"Lower",38.33428,-121.64733,"FLaSH",1190,"SKT",2013-03-06,"719","6431","Delta Smelt",12.2,428,0.19,70,17,69,2.2655,"Y",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,184,2,0,0,0,0,0,0,0,0,131,0,1,0,0,0,0,0,0,0
2014,4,"Lower",38.33428,-121.64733,"FLaSH",1602,"SKT",2014-04-08,"719","1","Delta Smelt",16.6,486,0.22,53,18,74,3.3796,"Y",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,133,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
2013,1,"Lower",38.33428,-121.64733,"FLaSH",1068,"SKT",2013-01-09,"719","6239","Delta Smelt",8.1,469,0.21,22,74,66,2.1132,"Y",2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,1,2,0,0,0,0,0,0
2016,4,"Lower",38.33428,-121.64733,"FLaSH",2193,"SKT",2016-04-04,"719","7294","Delta Smelt",16.9,616,0.28,37,NA,71,3.0697,"Y",4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,4,1,8,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,0,0,198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2,"Lower",38.33428,-121.64733,"FLaSH",477,"SKT",2012-02-15,"719","4464","Delta Smelt",10.6,386,0.17,36,31,68,2.1077,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,3,"Lower",38.33428,-121.64733,"FLaSH",545,"SKT",2012-03-08,"719","4717","Delta Smelt",11.9,554,0.25,25,40,62,1.7033,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
2012,3,"Lower",38.33428,-121.64733,"FLaSH",546,"SKT",2012-03-08,"719","4718","Delta Smelt",11.9,554,0.25,25,40,70,2.2856,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,3,"Lower",38.33428,-121.64733,"FLaSH",549,"SKT",2012-03-08,"719","4725","Delta Smelt",11.9,554,0.25,25,40,63,1.8004,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,184,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,3,"Lower",38.33428,-121.64733,"FLaSH",548,"SKT",2012-03-08,"719","4722","Delta Smelt",11.9,554,0.25,25,40,62,1.7456,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,4,"Lower",38.33428,-121.64733,"FLaSH",2203,"SKT",2016-04-04,"719","7296","Delta Smelt",16.9,616,0.28,37,NA,69,2.4812,"Y",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,307,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
2016,4,"Lower",38.33428,-121.64733,"FLaSH",2204,"SKT",2016-04-04,"719","7297","Delta Smelt",16.9,616,0.28,37,NA,69,2.6515,"Y",14,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,28,6,0,26,0,9,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012,3,"Lower",38.33428,-121.64733,"FLaSH",551,"SKT",2012-03-08,"719","4726","Delta Smelt",11.9,554,0.25,25,40,58,1.8858,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012,5,"Lower",38.33428,-121.64733,"FLaSH",718,"SKT",2012-05-02,"719","5084","Delta Smelt",18.8,646,0.3,32,25,70,2.7173,"Y",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,1,0,123,21,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
2013,1,"Lower",38.33428,-121.64733,"FLaSH",1073,"SKT",2013-01-09,"719","6251","Delta Smelt",8.1,469,0.21,22,74,69,2.0974,"Y",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2012,4,"Lower",38.33428,-121.64733,"FLaSH",693,"SKT",2012-04-04,"719","4954","Delta Smelt",14.1,590,0.27,37,26,62,1.808,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,343,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2012,5,"Lower",38.33428,-121.64733,"FLaSH",722,"SKT",2012-05-02,"719","5121","Delta Smelt",18.8,646,0.3,32,25,69,2.0853,"Y",1,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,4,0,0,0,0,453,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,5,"Lower",38.33428,-121.64733,"FLaSH",721,"SKT",2012-05-02,"719","5119","Delta Smelt",18.8,646,0.3,32,25,71,2.7718,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,1,0,0,0,0,516,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,"Lower",38.33428,-121.64733,"FLaSH",1069,"SKT",2013-01-09,"719","6242","Delta Smelt",8.1,469,0.21,22,74,64,2.114,"Y",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
2016,4,"Lower",38.33428,-121.64733,"FLaSH",2202,"SKT",2016-04-04,"719","7295","Delta Smelt",16.9,616,0.28,37,NA,78,3.2368,"Y",10,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,6,4,1,9,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,1,0,187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,"Lower",38.33428,-121.64733,"FLaSH",591,"SKT",2012-01-19,"719","4188","Delta Smelt",7.8,362,0.16,36,30,58,1.2409,"Y",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,4,"Lower",38.33428,-121.64733,"FLaSH",659,"SKT",2012-04-04,"719","4937","Delta Smelt",14.1,590,0.27,37,26,70,2.4604,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3,"Lower",38.33428,-121.64733,"FLaSH",2181,"SKT",2016-03-09,"719","7282","Delta Smelt",14.8,483,0.22,30,53,55,1.3114,"Y",1,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,4,2,0,1,0,52,64,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,9,0,0,6,0,14,12,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2013,1,"Lower",38.33428,-121.64733,"FLaSH",1072,"SKT",2013-01-09,"719","6249","Delta Smelt",8.1,469,0.21,22,74,65,2.0586,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0
2017,3,"Lower",38.33428,-121.64733,"FLaSH",2159,"SKT",2017-03-08,"719","A34","Delta Smelt",12.8,799,0.37,51,19,67,2.1814,"Y",2,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,1,9,0,8,0,23,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,3,8,1,1,0,0,0,0,0,0
2013,1,"Lower",38.33428,-121.64733,"FLaSH",1071,"SKT",2013-01-09,"719","6245","Delta Smelt",8.1,469,0.21,22,74,64,1.958,"Y",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0
2012,5,"Lower",38.33428,-121.64733,"FLaSH",719,"SKT",2012-05-02,"719","5095","Delta Smelt",18.8,646,0.3,32,25,71,2.8179,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,3,"Lower",38.33428,-121.64733,"FLaSH",2569,"SKT",2022-03-16,"719","S307","Delta Smelt",13.7,348,0.15,31,44.1,80,3.48,"Y",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,"Lower",38.33428,-121.64733,"FLaSH",2137,"SKT",2017-01-11,"719","A7","Delta Smelt",9.7,222,0.09,37,34,70,2.5576,"Y",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,85,0,8,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0
2013,1,"Lower",38.33428,-121.64733,"FLaSH",1050,"SKT",2013-01-09,"719","6218","Delta Smelt",8.1,469,0.21,22,74,70,2.5856,"Y",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,3,"Lower",38.33428,-121.64733,"FLaSH",547,"SKT",2012-03-08,"719","4721","Delta Smelt",11.9,554,0.25,25,40,64,1.8716,"Y",7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,68,0,0,0,0,93,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0
2012,1,"Lower",38.33428,-121.64733,"FLaSH",590,"SKT",2012-01-19,"719","4124","Delta Smelt",7.8,362,0.16,36,30,69,3.0573,"Y",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,"Lower",38.33428,-121.64733,"FLaSH",699,"SKT",2012-01-19,"719","4121","Delta Smelt",7.8,362,0.16,36,30,67,2.2,"Y",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,15,2,1,1,0,0,0,0,0,0
2015,4,"Lower",38.33428,-121.64733,"FLaSH",1884,"SKT",2015-04-08,"719","7165","Delta Smelt",15.9,428,0.19,52,18,65,2.0325,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,"Lower",38.33428,-121.64733,"FLaSH",1882,"SKT",2015-03-11,"719","7163","Delta Smelt",15.3,451,0.2,49,16,66,1.8604,"Y",3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,16,2,0,4,0,6,11,0,0,0,51,0,0,4,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,13,0,0,0,2,5,0,0,0,1,0,0,0,0,1,3,0,1,2,0,0,0,0,0,0
2022,3,"Lower",38.33428,-121.64733,"FLaSH",2570,"SKT",2022-03-16,"719","S308","Delta Smelt",13.7,348,0.15,31,44.1,61,1.71,"Y",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,6,"Lower",38.20712,-121.66008,"FLaSH",2064,"STN",2015-06-18,"713","7170","Delta Smelt",22.3,434,0.19,78,9.899999619,29,0.1516,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,6,"Lower",38.33428,-121.64733,"FLaSH",2065,"STN",2015-06-18,"719","7171","Delta Smelt",22.6,185,0.08,44,34.20000076,32,0.1935,"Y",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,4,0,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,8,"Lower",38.33428,-121.64733,"FLaSH",1357,"STN",2013-08-19,"719","306","Delta Smelt",25.8,507,0.23,38,NA,40,0.5079,"Y",0,0,0,0,1,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,10,23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,3,99,1,2,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0
2013,8,"Lower",38.33428,-121.64733,"FLaSH",1350,"STN",2013-08-19,"719","294","Delta Smelt",25.8,507,0.23,38,NA,32,0.2646,"Y",0,0,0,0,0,0,0,0,15,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,5,13,0,0,0,0,0,0,0,0,0,0,46,1,0,0,0,1,0,0,0,0
2015,7,"Lower",38.33428,-121.64733,"FLaSH",2071,"STN",2015-07-01,"719","7177","Delta Smelt",24,482,0.22,33,NA,53,1.1596,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
